case_id,instance,solution,scale,gurobi_runtime_seconds,gurobi_runtime_status,gurobi_runtime_source,time_limit_seconds,time_limit_rule,checker_accepted
furini2021,large_instance_1.json,large_solution_1.json,large,3600.18,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2021,large_instance_2.json,large_solution_2.json,large,3600.27,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2021,large_instance_3.json,large_solution_3.json,large,3600.2,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2021,large_instance_4.json,large_solution_4.json,large,3600.17,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2021,large_instance_5.json,large_solution_5.json,large,3600.17,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
furini2021,tiny_instance.json,tiny_solution.json,small,0.1,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
gamache1999,large_instance_1.json,large_solution_1.json,large,105.24,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gamache1999,large_instance_2.json,large_solution_2.json,large,226.37,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
gamache1999,large_instance_3.json,large_solution_3.json,large,127.78,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
gamache1999,large_instance_4.json,large_solution_4.json,large,71.72,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gamache1999,large_instance_5.json,large_solution_5.json,large,37.29,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gamache1999,tiny_instance.json,tiny_solution.json,small,23.69,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
gangammanavar2020,large_instance_1.json,large_solution_1.json,large,159.73,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
gangammanavar2020,large_instance_2.json,large_solution_2.json,large,87.14,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gangammanavar2020,large_instance_3.json,large_solution_3.json,large,278.15,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
gangammanavar2020,large_instance_4.json,large_solution_4.json,large,111.64,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gangammanavar2020,large_instance_5.json,large_solution_5.json,large,118.24,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
gangammanavar2020,tiny_instance.json,tiny_solution.json,small,0.3,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
garcia2011,large_instance_1.json,large_solution_1.json,large,84.62,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
garcia2011,large_instance_2.json,large_solution_2.json,large,88.59,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
garcia2011,large_instance_3.json,large_solution_3.json,large,26.41,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
garcia2011,large_instance_4.json,large_solution_4.json,large,76.28,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
garcia2011,large_instance_5.json,large_solution_5.json,large,79.04,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
garcia2011,tiny_instance.json,tiny_solution.json,small,4.21,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
gruson2021,large_instance_1.json,large_solution_1.json,large,803.57,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gruson2021,large_instance_2.json,large_solution_2.json,large,1804.13,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gruson2021,large_instance_3.json,large_solution_3.json,large,288.34,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
gruson2021,large_instance_4.json,large_solution_4.json,large,1498.53,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gruson2021,large_instance_5.json,large_solution_5.json,large,22.83,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
gruson2021,tiny_instance.json,tiny_solution.json,small,13.8,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
gschwind2021,large_instance_1.json,large_solution_1.json,large,3622.7386569269,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
gschwind2021,large_instance_2.json,large_solution_2.json,large,251.14115837123245,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
gschwind2021,large_instance_3.json,large_solution_3.json,large,3638.321950645186,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
gschwind2021,large_instance_4.json,large_solution_4.json,large,3624.1443150090054,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
gschwind2021,large_instance_5.json,large_solution_5.json,large,3618.1789221661165,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
gschwind2021,tiny_instance.json,tiny_solution.json,small,0.11490924376994371,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
gualandi2012,large_instance_1.json,large_solution_1.json,large,3606.01,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gualandi2012,large_instance_2.json,large_solution_2.json,large,3604.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gualandi2012,large_instance_3.json,large_solution_3.json,large,8.27,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
gualandi2012,large_instance_4.json,large_solution_4.json,large,10.59,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
gualandi2012,large_instance_5.json,large_solution_5.json,large,3604.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
gualandi2012,tiny_instance.json,tiny_solution.json,small,0.13,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
guo2021,large_instance_1.json,large_solution_1.json,large,3608.33,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
guo2021,large_instance_2.json,large_solution_2.json,large,3610.43,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
guo2021,large_instance_3.json,large_solution_3.json,large,3607.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
guo2021,large_instance_4.json,large_solution_4.json,large,3607.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
guo2021,large_instance_5.json,large_solution_5.json,large,3607.73,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
guo2021,tiny_instance.json,tiny_solution.json,small,0.65,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
guo2021,tiny_instance_2.json,tiny_solution_2.json,small,120.18470600619912,observed,historical_reference_regeneration_20260829,600,runtime <= 300s -> 600s,True
hadjar2006,large_instance_1.json,large_solution_1.json,large,186.43671914376318,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
hadjar2006,large_instance_2.json,large_solution_2.json,large,3606.083793767728,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
hadjar2006,large_instance_3.json,large_solution_3.json,large,91.19418010767549,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
hadjar2006,large_instance_4.json,large_solution_4.json,large,833.8156470609829,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
hadjar2006,large_instance_5.json,large_solution_5.json,large,110.93060369323939,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
hadjar2006,tiny_instance.json,tiny_solution.json,small,0.41540332045406103,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
hassannayebi2016,large_instance_1.json,large_solution_1.json,large,3601.02,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hassannayebi2016,large_instance_2.json,large_solution_2.json,large,3601.11,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hassannayebi2016,large_instance_3.json,large_solution_3.json,large,3601.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hassannayebi2016,large_instance_4.json,large_solution_4.json,large,15.77,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
hassannayebi2016,large_instance_5.json,large_solution_5.json,large,3600.88,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hassannayebi2016,tiny_instance.json,tiny_solution.json,small,0.56,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
he2020,large_instance_1.json,large_solution_1.json,large,3600.87,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
he2020,large_instance_2.json,large_solution_2.json,large,3603.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
he2020,large_instance_3.json,large_solution_3.json,large,3624.26,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
he2020,large_instance_4.json,large_solution_4.json,large,3625.19,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
he2020,large_instance_5.json,large_solution_5.json,large,3624.68,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
he2020,tiny_instance.json,tiny_solution.json,small,4.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
hewitt2024,large_instance_1.json,large_solution_1.json,large,3615.4,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hewitt2024,large_instance_2.json,large_solution_2.json,large,3608.19,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hewitt2024,large_instance_3.json,large_solution_3.json,large,3613.44,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hewitt2024,large_instance_4.json,large_solution_4.json,large,3605.54,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hewitt2024,large_instance_5.json,large_solution_5.json,large,3605.35,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hewitt2024,tiny_instance.json,tiny_solution.json,small,0.26,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
hoffman1993,large_instance_1.json,large_solution_1.json,large,3600.89,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hoffman1993,large_instance_2.json,large_solution_2.json,large,0.26,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
hoffman1993,large_instance_3.json,large_solution_3.json,large,3600.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hoffman1993,large_instance_4.json,large_solution_4.json,large,3600.59,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hoffman1993,large_instance_5.json,large_solution_5.json,large,12.84,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
hoffman1993,tiny_instance.json,tiny_solution.json,small,0.08,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
hosseinian2020,large_instance_1.json,large_solution_1.json,large,3601.07,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hosseinian2020,large_instance_2.json,large_solution_2.json,large,3601.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hosseinian2020,large_instance_3.json,large_solution_3.json,large,3601.55,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hosseinian2020,large_instance_4.json,large_solution_4.json,large,3601.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hosseinian2020,large_instance_5.json,large_solution_5.json,large,3601.11,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
hosseinian2020,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
huisman2005,large_instance_1.json,large_solution_1.json,large,94.32,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
huisman2005,large_instance_2.json,large_solution_2.json,large,100.9,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
huisman2005,large_instance_3.json,large_solution_3.json,large,2904.72,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
huisman2005,large_instance_4.json,large_solution_4.json,large,3.73,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
huisman2005,large_instance_5.json,large_solution_5.json,large,523.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
huisman2005,tiny_instance.json,tiny_solution.json,small,47.12,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
huisman2005,tiny_instance_2.json,tiny_solution_2.json,small,101.76123650092632,observed,historical_reference_regeneration_20260829,300,runtime <= 120s -> 300s,True
ji2019,large_instance_1.json,large_solution_1.json,large,3600.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
ji2019,large_instance_2.json,large_solution_2.json,large,3600.77,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
ji2019,large_instance_3.json,large_solution_3.json,large,3600.78,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
ji2019,large_instance_4.json,large_solution_4.json,large,3602.31,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
ji2019,large_instance_5.json,large_solution_5.json,large,3600.92,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
ji2019,tiny_instance.json,tiny_solution.json,small,0.6,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
juvin2023,large_instance_1.json,large_solution_1.json,large,78.6,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
juvin2023,large_instance_2.json,large_solution_2.json,large,63.75,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
juvin2023,large_instance_3.json,large_solution_3.json,large,68.35,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
juvin2023,large_instance_4.json,large_solution_4.json,large,8.89,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
juvin2023,large_instance_5.json,large_solution_5.json,large,139.98,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
juvin2023,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
kang2021,large_instance_1.json,large_solution_1.json,large,3600.36,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kang2021,large_instance_2.json,large_solution_2.json,large,3600.71,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kang2021,large_instance_3.json,large_solution_3.json,large,1322.1,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kang2021,large_instance_4.json,large_solution_4.json,large,3601.12,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kang2021,large_instance_5.json,large_solution_5.json,large,3600.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kang2021,tiny_instance.json,tiny_solution.json,small,0.35,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
klose2005,large_instance_1.json,large_solution_1.json,large,3614.82,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
klose2005,large_instance_2.json,large_solution_2.json,large,3615.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
klose2005,large_instance_3.json,large_solution_3.json,large,198.44,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
klose2005,large_instance_4.json,large_solution_4.json,large,3614.89,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
klose2005,large_instance_5.json,large_solution_5.json,large,669.75,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
klose2005,tiny_instance.json,tiny_solution.json,small,2.02,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
knueven2020,large_instance_1.json,large_solution_1.json,large,929.63,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
knueven2020,large_instance_2.json,large_solution_2.json,large,1411.83,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
knueven2020,large_instance_3.json,large_solution_3.json,large,877.94,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
knueven2020,large_instance_4.json,large_solution_4.json,large,1229.34,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
knueven2020,large_instance_5.json,large_solution_5.json,large,2394.99,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
knueven2020,tiny_instance.json,tiny_solution.json,small,43.69,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
kobayashi2021,large_instance_1.json,large_solution_1.json,large,48.72,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
kobayashi2021,large_instance_2.json,large_solution_2.json,large,99.46,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
kobayashi2021,large_instance_3.json,large_solution_3.json,large,3602.9,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobayashi2021,large_instance_4.json,large_solution_4.json,large,206.48,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
kobayashi2021,large_instance_5.json,large_solution_5.json,large,76.97,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
kobayashi2021,tiny_instance.json,tiny_solution.json,small,0.36,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
kobeaga2024,large_instance_1.json,large_solution_1.json,large,3610.69,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobeaga2024,large_instance_2.json,large_solution_2.json,large,3603.21,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobeaga2024,large_instance_3.json,large_solution_3.json,large,3400.0,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobeaga2024,large_instance_4.json,large_solution_4.json,large,3603.45,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobeaga2024,large_instance_5.json,large_solution_5.json,large,3604.25,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kobeaga2024,tiny_instance.json,tiny_solution.json,small,0.28,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
kowalczyk2018,large_instance_1.json,large_solution_1.json,large,8.79,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
kowalczyk2018,large_instance_2.json,large_solution_2.json,large,93.63,observed,historical_collaborator_archive,300,runtime <= 120s -> 300s,True
kowalczyk2018,large_instance_3.json,large_solution_3.json,large,260.65,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
kowalczyk2018,large_instance_4.json,large_solution_4.json,large,2.4,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
kowalczyk2018,large_instance_5.json,large_solution_5.json,large,2.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
kowalczyk2018,tiny_instance.json,tiny_solution.json,small,7.08,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
kowalczyk2024,large_instance_1.json,large_solution_1.json,large,141.03,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
kowalczyk2024,large_instance_2.json,large_solution_2.json,large,1131.84,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kowalczyk2024,large_instance_3.json,large_solution_3.json,large,3606.3,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kowalczyk2024,large_instance_4.json,large_solution_4.json,large,235.66,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
kowalczyk2024,large_instance_5.json,large_solution_5.json,large,146.2,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
kowalczyk2024,tiny_instance.json,tiny_solution.json,small,24.14,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
kress2019,large_instance_1.json,large_solution_1.json,large,3612.4368607169017,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
kress2019,large_instance_2.json,large_solution_2.json,large,3610.234077123925,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
kress2019,large_instance_3.json,large_solution_3.json,large,1073.0033598337322,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
kress2019,large_instance_4.json,large_solution_4.json,large,3610.3194708349183,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
kress2019,large_instance_5.json,large_solution_5.json,large,3531.8211078401655,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
kress2019,tiny_instance.json,tiny_solution.json,small,113.15415413305163,observed,current_rerun_20260831,300,runtime <= 120s -> 300s,True
kreter2018,large_instance_1.json,large_solution_1.json,large,3605.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kreter2018,large_instance_2.json,large_solution_2.json,large,3613.14,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kreter2018,large_instance_3.json,large_solution_3.json,large,3616.03,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kreter2018,large_instance_4.json,large_solution_4.json,large,3608.14,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kreter2018,large_instance_5.json,large_solution_5.json,large,3616.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
kreter2018,tiny_instance.json,tiny_solution.json,small,0.11,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
lai2021,large_instance_1.json,large_solution_1.json,large,3616.56,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lai2021,large_instance_2.json,large_solution_2.json,large,3616.7,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lai2021,large_instance_3.json,large_solution_3.json,large,3616.34,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lai2021,large_instance_4.json,large_solution_4.json,large,3616.42,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lai2021,large_instance_5.json,large_solution_5.json,large,3616.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lai2021,tiny_instance.json,tiny_solution.json,small,1.69,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
laporte2003,large_instance_1.json,large_solution_1.json,large,3601.1,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
laporte2003,large_instance_2.json,large_solution_2.json,large,8.21,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
laporte2003,large_instance_3.json,large_solution_3.json,large,437.81,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
laporte2003,large_instance_4.json,large_solution_4.json,large,3601.46,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
laporte2003,large_instance_5.json,large_solution_5.json,large,4.92,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
laporte2003,tiny_instance.json,tiny_solution.json,small,0.39,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
lee1996,large_instance_1.json,large_solution_1.json,large,10.43,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
lee1996,large_instance_2.json,large_solution_2.json,large,1493.67,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
lee1996,large_instance_3.json,large_solution_3.json,large,15.69,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
lee1996,large_instance_4.json,large_solution_4.json,large,6.85,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
lee1996,large_instance_5.json,large_solution_5.json,large,5.2,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
lee1996,tiny_instance.json,tiny_solution.json,small,0.35,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
legrain2020,large_instance_1.json,large_solution_1.json,large,3602.37,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
legrain2020,large_instance_2.json,large_solution_2.json,large,3602.49,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
legrain2020,large_instance_3.json,large_solution_3.json,large,3602.32,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
legrain2020,large_instance_4.json,large_solution_4.json,large,3602.62,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
legrain2020,large_instance_5.json,large_solution_5.json,large,3602.35,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
legrain2020,tiny_instance.json,tiny_solution.json,small,3.84,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
legrain2024,large_instance_1.json,large_solution_1.json,large,3601.5634279157966,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
legrain2024,large_instance_2.json,large_solution_2.json,large,3602.066633526236,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
legrain2024,large_instance_3.json,large_solution_3.json,large,20.05134064797312,observed,current_rerun_20260831,120,runtime <= 30s -> 120s,True
legrain2024,large_instance_4.json,large_solution_4.json,large,154.8434176677838,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
legrain2024,large_instance_5.json,large_solution_5.json,large,3601.5477789714932,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
legrain2024,tiny_instance.json,tiny_solution.json,small,0.17503456585109234,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
letelier2022,large_instance_1.json,large_solution_1.json,large,3601.7,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
letelier2022,large_instance_2.json,large_solution_2.json,large,3604.07,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
letelier2022,large_instance_3.json,large_solution_3.json,large,3602.85,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
letelier2022,large_instance_4.json,large_solution_4.json,large,195.86,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
letelier2022,large_instance_5.json,large_solution_5.json,large,3603.06,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
letelier2022,tiny_instance.json,tiny_solution.json,small,0.14,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
levin2017,large_instance_1.json,large_solution_1.json,large,181.21,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
levin2017,large_instance_2.json,large_solution_2.json,large,190.04,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
levin2017,large_instance_3.json,large_solution_3.json,large,141.69,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
levin2017,large_instance_4.json,large_solution_4.json,large,138.75,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
levin2017,large_instance_5.json,large_solution_5.json,large,138.23,observed,historical_collaborator_archive,600,runtime <= 300s -> 600s,True
levin2017,tiny_instance.json,tiny_solution.json,small,0.25,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
li2020,large_instance_1.json,large_solution_1.json,large,3600.29,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
li2020,large_instance_2.json,large_solution_2.json,large,3600.41,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
li2020,large_instance_3.json,large_solution_3.json,large,3600.26,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
li2020,large_instance_4.json,large_solution_4.json,large,3600.65,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
li2020,large_instance_5.json,large_solution_5.json,large,5.77,observed,historical_collaborator_archive,120,runtime <= 30s -> 120s,True
li2020,tiny_instance.json,tiny_solution.json,small,0.51,observed,historical_collaborator_archive,60,runtime <= 5s -> 60s,True
liao2020,large_instance_1.json,large_solution_1.json,large,2592.4579723719507,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
liao2020,large_instance_2.json,large_solution_2.json,large,474.36255008913577,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
liao2020,large_instance_3.json,large_solution_3.json,large,1956.286275235936,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
liao2020,large_instance_4.json,large_solution_4.json,large,2217.2027039770037,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
liao2020,large_instance_5.json,large_solution_5.json,large,1295.2951400289312,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
liao2020,tiny_instance.json,tiny_solution.json,small,0.16487140953540802,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
lozano2017,large_instance_1.json,large_solution_1.json,large,575.9582703206688,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
lozano2017,large_instance_2.json,large_solution_2.json,large,546.2803139062598,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
lozano2017,large_instance_3.json,large_solution_3.json,large,221.7686190456152,observed,current_rerun_20260831,600,runtime <= 300s -> 600s,True
lozano2017,large_instance_4.json,large_solution_4.json,large,497.31021342240274,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
lozano2017,large_instance_5.json,large_solution_5.json,large,570.5879238741472,observed,current_rerun_20260831,900,runtime > 300s -> 900s,True
lozano2017,tiny_instance.json,tiny_solution.json,small,0.21614709962159395,observed,current_rerun_20260831,60,runtime <= 5s -> 60s,True
luo2017,large_instance_1.json,large_solution_1.json,large,3617.51,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
luo2017,large_instance_2.json,large_solution_2.json,large,810.53,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
luo2017,large_instance_3.json,large_solution_3.json,large,3601.8,observed,historical_collaborator_archive,900,runtime > 300s -> 900s,True
